#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2026-04-15, 15:58:25
# Real time (s): 907.040
# Live time (s): 900.000
#
# Total counts:  84553
#
# Left marker:  1745 (656.430 keV)
# Right marker: 1779 (669.055 keV)
# Counts:       2529
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 8.481379
#     A1: 0.371317
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
8510	3168.392	0	0
8511	3168.764	0	0
8512	3169.135	0	0
8513	3169.506	0	0
8514	3169.878	0	0
8515	3170.249	0	0
8516	3170.620	0	0
8517	3170.992	0	0
8518	3171.363	0	0
8519	3171.734	0	0
8520	3172.106	0	0
8521	3172.477	0	0
8522	3172.848	0	0
8523	3173.219	0	0
8524	3173.591	0	0
8525	3173.962	0	0
8526	3174.333	0	0
8527	3174.705	0	0
8528	3175.076	0	0
8529	3175.447	0	0
8530	3175.819	0	0
8531	3176.190	1	0.00111111
8532	3176.561	0	0
8533	3176.933	0	0
8534	3177.304	0	0
8535	3177.675	0	0
8536	3178.047	0	0
8537	3178.418	0	0
8538	3178.789	0	0
8539	3179.161	0	0
8540	3179.532	0	0
8541	3179.903	0	0
8542	3180.274	0	0
8543	3180.646	0	0
8544	3181.017	0	0
8545	3181.388	0	0
8546	3181.760	0	0
8547	3182.131	0	0
8548	3182.502	0	0
8549	3182.874	0	0
8550	3183.245	0	0
8551	3183.616	0	0
8552	3183.988	0	0
8553	3184.359	0	0
8554	3184.730	0	0
8555	3185.102	0	0
8556	3185.473	0	0
8557	3185.844	0	0
8558	3186.216	0	0
8559	3186.587	0	0
8560	3186.958	0	0
8561	3187.330	0	0
8562	3187.701	0	0
8563	3188.072	0	0
8564	3188.443	0	0
8565	3188.815	0	0
8566	3189.186	0	0
8567	3189.557	0	0
8568	3189.929	0	0
8569	3190.300	0	0
8570	3190.671	0	0
8571	3191.043	0	0
8572	3191.414	0	0
8573	3191.785	0	0
8574	3192.157	0	0
8575	3192.528	0	0
8576	3192.899	0	0
8577	3193.271	0	0
8578	3193.642	0	0
8579	3194.013	0	0
8580	3194.385	0	0
8581	3194.756	0	0
8582	3195.127	0	0
8583	3195.499	0	0
8584	3195.870	0	0
8585	3196.241	0	0
8586	3196.612	0	0
8587	3196.984	0	0
8588	3197.355	0	0
8589	3197.726	0	0
8590	3198.098	0	0
8591	3198.469	0	0
8592	3198.840	0	0
8593	3199.212	0	0
8594	3199.583	0	0
8595	3199.954	0	0
8596	3200.326	0	0
8597	3200.697	0	0
8598	3201.068	0	0
8599	3201.440	0	0
8600	3201.811	0	0
8601	3202.182	0	0
8602	3202.554	0	0
8603	3202.925	0	0
8604	3203.296	0	0
8605	3203.667	0	0
8606	3204.039	0	0
8607	3204.410	0	0
8608	3204.781	0	0
8609	3205.153	1	0.00111111
8610	3205.524	0	0
8611	3205.895	0	0
8612	3206.267	0	0
8613	3206.638	0	0
8614	3207.009	0	0
8615	3207.381	0	0
8616	3207.752	0	0
8617	3208.123	0	0
8618	3208.495	0	0
8619	3208.866	0	0
8620	3209.237	0	0
8621	3209.609	1	0.00111111
8622	3209.980	0	0
8623	3210.351	0	0
8624	3210.723	0	0
8625	3211.094	0	0
8626	3211.465	1	0.00111111
8627	3211.836	0	0
8628	3212.208	0	0
8629	3212.579	0	0
8630	3212.950	1	0.00111111
8631	3213.322	0	0
8632	3213.693	0	0
8633	3214.064	0	0
8634	3214.436	0	0
8635	3214.807	0	0
8636	3215.178	0	0
8637	3215.550	0	0
8638	3215.921	0	0
8639	3216.292	0	0
8640	3216.664	0	0
8641	3217.035	0	0
8642	3217.406	0	0
8643	3217.778	0	0
8644	3218.149	0	0
8645	3218.520	0	0
8646	3218.892	0	0
8647	3219.263	0	0
8648	3219.634	0	0
8649	3220.005	0	0
8650	3220.377	0	0
8651	3220.748	0	0
8652	3221.119	0	0
8653	3221.491	0	0
8654	3221.862	0	0
8655	3222.233	0	0
8656	3222.605	0	0
8657	3222.976	0	0
8658	3223.347	1	0.00111111
8659	3223.719	0	0
8660	3224.090	0	0
8661	3224.461	0	0
8662	3224.833	0	0
8663	3225.204	0	0
8664	3225.575	0	0
8665	3225.947	0	0
8666	3226.318	0	0
8667	3226.689	0	0
8668	3227.060	0	0
8669	3227.432	0	0
8670	3227.803	0	0
8671	3228.174	0	0
8672	3228.546	0	0
8673	3228.917	0	0
8674	3229.288	0	0
8675	3229.660	0	0
8676	3230.031	0	0
8677	3230.402	1	0.00111111
8678	3230.774	1	0.00111111
8679	3231.145	1	0.00111111
8680	3231.516	0	0
8681	3231.888	0	0
8682	3232.259	0	0
8683	3232.630	0	0
8684	3233.002	0	0
8685	3233.373	0	0
8686	3233.744	0	0
8687	3234.116	0	0
8688	3234.487	0	0
8689	3234.858	0	0
8690	3235.229	0	0
8691	3235.601	0	0
8692	3235.972	0	0
8693	3236.343	0	0
8694	3236.715	0	0
8695	3237.086	0	0
8696	3237.457	0	0
8697	3237.829	0	0
8698	3238.200	0	0
8699	3238.571	0	0
8700	3238.943	1	0.00111111
8701	3239.314	0	0
8702	3239.685	0	0
8703	3240.057	0	0
8704	3240.428	0	0
8705	3240.799	0	0
8706	3241.171	0	0
8707	3241.542	0	0
8708	3241.913	0	0
8709	3242.284	0	0
8710	3242.656	0	0
8711	3243.027	0	0
8712	3243.398	0	0
8713	3243.770	0	0
8714	3244.141	0	0
8715	3244.512	0	0
8716	3244.884	0	0
8717	3245.255	0	0
8718	3245.626	0	0
8719	3245.998	0	0
8720	3246.369	0	0
8721	3246.740	0	0
8722	3247.112	0	0
8723	3247.483	0	0
8724	3247.854	0	0
8725	3248.226	0	0
8726	3248.597	0	0
8727	3248.968	0	0
8728	3249.340	0	0
8729	3249.711	0	0
8730	3250.082	0	0
8731	3250.453	0	0
8732	3250.825	0	0
8733	3251.196	0	0
8734	3251.567	0	0
8735	3251.939	0	0
8736	3252.310	0	0
8737	3252.681	0	0
8738	3253.053	0	0
8739	3253.424	0	0
8740	3253.795	0	0
8741	3254.167	0	0
8742	3254.538	0	0
8743	3254.909	0	0
8744	3255.281	0	0
8745	3255.652	0	0
8746	3256.023	0	0
8747	3256.395	0	0
8748	3256.766	0	0
8749	3257.137	0	0
8750	3257.509	0	0
8751	3257.880	0	0
8752	3258.251	0	0
8753	3258.622	0	0
8754	3258.994	0	0
8755	3259.365	0	0
8756	3259.736	0	0
8757	3260.108	0	0
8758	3260.479	0	0
8759	3260.850	0	0
8760	3261.222	0	0
8761	3261.593	0	0
8762	3261.964	0	0
8763	3262.336	0	0
8764	3262.707	0	0
8765	3263.078	0	0
8766	3263.450	0	0
8767	3263.821	0	0
8768	3264.192	0	0
8769	3264.564	0	0
8770	3264.935	0	0
8771	3265.306	1	0.00111111
8772	3265.677	0	0
8773	3266.049	0	0
8774	3266.420	0	0
8775	3266.791	0	0
8776	3267.163	0	0
8777	3267.534	0	0
8778	3267.905	0	0
8779	3268.277	0	0
8780	3268.648	0	0
8781	3269.019	0	0
8782	3269.391	0	0
8783	3269.762	1	0.00111111
8784	3270.133	0	0
8785	3270.505	0	0
8786	3270.876	0	0
8787	3271.247	0	0
8788	3271.619	0	0
8789	3271.990	0	0
8790	3272.361	0	0
8791	3272.733	0	0
8792	3273.104	0	0
8793	3273.475	0	0
8794	3273.846	0	0
8795	3274.218	0	0
8796	3274.589	0	0
8797	3274.960	0	0
8798	3275.332	0	0
8799	3275.703	0	0
8800	3276.074	0	0
8801	3276.446	0	0
8802	3276.817	0	0
8803	3277.188	0	0
8804	3277.560	0	0
8805	3277.931	0	0
8806	3278.302	0	0
8807	3278.674	0	0
8808	3279.045	0	0
8809	3279.416	0	0
8810	3279.788	0	0
8811	3280.159	0	0
8812	3280.530	0	0
8813	3280.902	0	0
8814	3281.273	0	0
8815	3281.644	0	0
8816	3282.015	0	0
8817	3282.387	0	0
8818	3282.758	0	0
8819	3283.129	0	0
8820	3283.501	0	0
8821	3283.872	0	0
8822	3284.243	0	0
8823	3284.615	0	0
8824	3284.986	0	0
8825	3285.357	0	0
8826	3285.729	0	0
8827	3286.100	0	0
8828	3286.471	0	0
8829	3286.843	0	0
8830	3287.214	0	0
8831	3287.585	1	0.00111111
8832	3287.957	0	0
8833	3288.328	0	0
8834	3288.699	0	0
8835	3289.070	1	0.00111111
8836	3289.442	0	0
8837	3289.813	0	0
8838	3290.184	0	0
8839	3290.556	0	0
8840	3290.927	0	0
8841	3291.298	0	0
8842	3291.670	0	0
8843	3292.041	0	0
8844	3292.412	0	0
8845	3292.784	0	0
8846	3293.155	0	0
8847	3293.526	0	0
8848	3293.898	0	0
8849	3294.269	0	0
8850	3294.640	0	0
8851	3295.012	0	0
8852	3295.383	0	0
8853	3295.754	0	0
8854	3296.126	0	0
8855	3296.497	0	0
8856	3296.868	0	0
8857	3297.239	0	0
8858	3297.611	0	0
8859	3297.982	0	0
8860	3298.353	0	0
8861	3298.725	0	0
8862	3299.096	0	0
8863	3299.467	0	0
8864	3299.839	0	0
8865	3300.210	0	0
8866	3300.581	0	0
8867	3300.953	0	0
8868	3301.324	0	0
8869	3301.695	0	0
8870	3302.067	0	0
8871	3302.438	0	0
8872	3302.809	0	0
8873	3303.181	0	0
8874	3303.552	0	0
8875	3303.923	0	0
8876	3304.295	0	0
8877	3304.666	0	0
8878	3305.037	0	0
8879	3305.408	0	0
8880	3305.780	0	0
8881	3306.151	0	0
8882	3306.522	0	0
8883	3306.894	0	0
8884	3307.265	0	0
8885	3307.636	0	0
8886	3308.008	0	0
8887	3308.379	0	0
8888	3308.750	0	0
8889	3309.122	0	0
8890	3309.493	0	0
8891	3309.864	0	0
8892	3310.236	0	0
8893	3310.607	0	0
8894	3310.978	0	0
8895	3311.350	0	0
8896	3311.721	0	0
8897	3312.092	0	0
8898	3312.463	0	0
8899	3312.835	0	0
8900	3313.206	0	0
8901	3313.577	0	0
8902	3313.949	0	0
8903	3314.320	0	0
8904	3314.691	0	0
8905	3315.063	0	0
8906	3315.434	0	0
8907	3315.805	0	0
8908	3316.177	0	0
8909	3316.548	0	0
8910	3316.919	0	0
8911	3317.291	0	0
8912	3317.662	0	0
8913	3318.033	0	0
8914	3318.405	0	0
8915	3318.776	0	0
8916	3319.147	0	0
8917	3319.519	0	0
8918	3319.890	0	0
8919	3320.261	0	0
8920	3320.632	0	0
8921	3321.004	0	0
8922	3321.375	0	0
8923	3321.746	0	0
8924	3322.118	1	0.00111111
8925	3322.489	0	0
8926	3322.860	0	0
8927	3323.232	0	0
8928	3323.603	0	0
8929	3323.974	1	0.00111111
8930	3324.346	0	0
8931	3324.717	0	0
8932	3325.088	0	0
8933	3325.460	0	0
8934	3325.831	0	0
8935	3326.202	0	0
8936	3326.574	0	0
8937	3326.945	0	0
8938	3327.316	1	0.00111111
8939	3327.687	0	0
8940	3328.059	0	0
8941	3328.430	1	0.00111111
8942	3328.801	0	0
8943	3329.173	0	0
8944	3329.544	0	0
8945	3329.915	0	0
8946	3330.287	0	0
8947	3330.658	0	0
8948	3331.029	0	0
8949	3331.401	0	0
8950	3331.772	0	0
8951	3332.143	0	0
8952	3332.515	0	0
8953	3332.886	0	0
8954	3333.257	0	0
8955	3333.629	0	0
8956	3334.000	0	0
8957	3334.371	0	0
8958	3334.743	0	0
8959	3335.114	0	0
8960	3335.485	0	0
8961	3335.856	1	0.00111111
8962	3336.228	0	0
8963	3336.599	1	0.00111111
8964	3336.970	0	0
8965	3337.342	0	0
8966	3337.713	0	0
8967	3338.084	0	0
8968	3338.456	0	0
8969	3338.827	0	0
8970	3339.198	0	0
8971	3339.570	0	0
8972	3339.941	0	0
8973	3340.312	0	0
8974	3340.684	1	0.00111111
8975	3341.055	0	0
8976	3341.426	0	0
8977	3341.798	0	0
8978	3342.169	0	0
8979	3342.540	0	0
8980	3342.912	0	0
8981	3343.283	0	0
8982	3343.654	0	0
8983	3344.025	0	0
8984	3344.397	0	0
8985	3344.768	0	0
8986	3345.139	0	0
8987	3345.511	0	0
8988	3345.882	0	0
8989	3346.253	0	0
8990	3346.625	0	0
8991	3346.996	0	0
8992	3347.367	0	0
8993	3347.739	0	0
8994	3348.110	1	0.00111111
8995	3348.481	0	0
8996	3348.853	0	0
8997	3349.224	0	0
8998	3349.595	0	0
8999	3349.967	0	0
9000	3350.338	0	0
9001	3350.709	0	0
9002	3351.080	0	0
9003	3351.452	0	0
9004	3351.823	1	0.00111111
9005	3352.194	1	0.00111111
9006	3352.566	1	0.00111111
9007	3352.937	0	0
9008	3353.308	0	0
9009	3353.680	0	0
9010	3354.051	0	0
9011	3354.422	0	0
9012	3354.794	0	0
9013	3355.165	0	0
9014	3355.536	1	0.00111111
9015	3355.908	0	0
9016	3356.279	0	0
9017	3356.650	0	0
9018	3357.022	0	0
9019	3357.393	0	0
9020	3357.764	0	0
9021	3358.136	0	0
9022	3358.507	0	0
9023	3358.878	0	0
9024	3359.249	0	0
9025	3359.621	0	0
9026	3359.992	0	0
9027	3360.363	0	0
9028	3360.735	0	0
9029	3361.106	0	0
9030	3361.477	0	0
9031	3361.849	1	0.00111111
9032	3362.220	0	0
9033	3362.591	0	0
9034	3362.963	0	0
9035	3363.334	0	0
9036	3363.705	0	0
9037	3364.077	0	0
9038	3364.448	0	0
9039	3364.819	0	0
9040	3365.191	0	0
9041	3365.562	0	0
9042	3365.933	0	0
9043	3366.305	0	0
9044	3366.676	0	0
9045	3367.047	0	0
9046	3367.418	0	0
9047	3367.790	0	0
9048	3368.161	0	0
9049	3368.532	0	0
9050	3368.904	0	0
9051	3369.275	0	0
9052	3369.646	0	0
9053	3370.018	0	0
9054	3370.389	0	0
9055	3370.760	0	0
9056	3371.132	0	0
9057	3371.503	0	0
9058	3371.874	0	0
9059	3372.246	0	0
9060	3372.617	0	0
9061	3372.988	0	0
9062	3373.360	0	0
9063	3373.731	0	0
9064	3374.102	0	0
9065	3374.473	0	0
9066	3374.845	0	0
9067	3375.216	0	0
9068	3375.587	0	0
9069	3375.959	0	0
9070	3376.330	0	0
9071	3376.701	0	0
9072	3377.073	0	0
9073	3377.444	0	0
9074	3377.815	0	0
9075	3378.187	0	0
9076	3378.558	0	0
9077	3378.929	0	0
9078	3379.301	1	0.00111111
9079	3379.672	0	0
9080	3380.043	0	0
9081	3380.415	0	0
9082	3380.786	0	0
9083	3381.157	0	0
9084	3381.529	0	0
9085	3381.900	0	0
9086	3382.271	0	0
9087	3382.642	0	0
9088	3383.014	0	0
9089	3383.385	0	0
9090	3383.756	0	0
9091	3384.128	0	0
9092	3384.499	0	0
9093	3384.870	0	0
9094	3385.242	1	0.00111111
9095	3385.613	0	0
9096	3385.984	0	0
9097	3386.356	0	0
9098	3386.727	0	0
9099	3387.098	0	0
9100	3387.470	0	0
9101	3387.841	1	0.00111111
9102	3388.212	0	0
9103	3388.584	0	0
9104	3388.955	0	0
9105	3389.326	0	0
9106	3389.698	0	0
9107	3390.069	1	0.00111111
9108	3390.440	0	0
9109	3390.811	1	0.00111111
9110	3391.183	0	0
9111	3391.554	0	0
9112	3391.925	0	0
9113	3392.297	0	0
9114	3392.668	0	0
9115	3393.039	0	0
9116	3393.411	0	0
9117	3393.782	0	0
9118	3394.153	0	0
9119	3394.525	0	0
9120	3394.896	1	0.00111111
9121	3395.267	0	0
9122	3395.639	0	0
9123	3396.010	0	0
9124	3396.381	0	0
9125	3396.753	0	0
9126	3397.124	0	0
9127	3397.495	0	0
9128	3397.866	0	0
9129	3398.238	0	0
9130	3398.609	0	0
9131	3398.980	0	0
9132	3399.352	0	0
9133	3399.723	0	0
9134	3400.094	0	0
9135	3400.466	0	0
9136	3400.837	0	0
9137	3401.208	0	0
9138	3401.580	0	0
9139	3401.951	0	0
9140	3402.322	0	0
9141	3402.694	0	0
9142	3403.065	0	0
9143	3403.436	0	0
9144	3403.808	0	0
9145	3404.179	0	0
9146	3404.550	0	0
9147	3404.922	1	0.00111111
9148	3405.293	0	0
9149	3405.664	0	0
9150	3406.035	0	0
9151	3406.407	0	0
9152	3406.778	0	0
9153	3407.149	0	0
9154	3407.521	0	0
9155	3407.892	0	0
9156	3408.263	0	0
9157	3408.635	0	0
9158	3409.006	0	0
9159	3409.377	0	0
9160	3409.749	0	0
9161	3410.120	0	0
9162	3410.491	0	0
9163	3410.863	0	0
9164	3411.234	0	0
9165	3411.605	0	0
9166	3411.977	0	0
9167	3412.348	0	0
9168	3412.719	1	0.00111111
9169	3413.090	0	0
9170	3413.462	0	0
9171	3413.833	0	0
9172	3414.204	0	0
9173	3414.576	0	0
9174	3414.947	0	0
9175	3415.318	0	0
9176	3415.690	0	0
9177	3416.061	0	0
9178	3416.432	0	0
9179	3416.804	0	0
9180	3417.175	0	0
9181	3417.546	0	0
9182	3417.918	0	0
9183	3418.289	0	0
9184	3418.660	1	0.00111111
9185	3419.032	0	0
9186	3419.403	0	0
9187	3419.774	0	0
9188	3420.146	0	0
9189	3420.517	0	0
9190	3420.888	0	0
9191	3421.259	0	0
9192	3421.631	0	0
9193	3422.002	0	0
9194	3422.373	0	0
9195	3422.745	0	0
9196	3423.116	0	0
9197	3423.487	0	0
9198	3423.859	0	0
9199	3424.230	0	0
9200	3424.601	0	0
9201	3424.973	0	0
9202	3425.344	0	0
9203	3425.715	0	0
9204	3426.087	0	0
9205	3426.458	0	0
9206	3426.829	0	0
9207	3427.201	0	0
9208	3427.572	0	0
9209	3427.943	0	0
9210	3428.315	0	0
9211	3428.686	0	0
9212	3429.057	0	0
9213	3429.428	0	0
9214	3429.800	0	0
9215	3430.171	0	0
9216	3430.542	0	0
9217	3430.914	0	0
9218	3431.285	0	0
9219	3431.656	0	0
9220	3432.028	0	0
9221	3432.399	0	0
9222	3432.770	0	0
9223	3433.142	0	0
9224	3433.513	0	0
9225	3433.884	0	0
9226	3434.256	0	0
9227	3434.627	0	0
9228	3434.998	0	0
9229	3435.370	0	0
9230	3435.741	0	0
9231	3436.112	1	0.00111111
9232	3436.483	0	0
9233	3436.855	0	0
9234	3437.226	0	0
9235	3437.597	0	0
9236	3437.969	0	0
9237	3438.340	0	0
9238	3438.711	0	0
9239	3439.083	0	0
9240	3439.454	0	0
9241	3439.825	0	0
9242	3440.197	0	0
9243	3440.568	0	0
9244	3440.939	0	0
9245	3441.311	0	0
9246	3441.682	0	0
9247	3442.053	0	0
9248	3442.425	0	0
9249	3442.796	0	0
9250	3443.167	0	0
9251	3443.539	0	0
9252	3443.910	0	0
9253	3444.281	0	0
9254	3444.652	0	0
9255	3445.024	0	0
9256	3445.395	0	0
9257	3445.766	0	0
9258	3446.138	0	0
9259	3446.509	1	0.00111111
9260	3446.880	0	0
9261	3447.252	0	0
9262	3447.623	0	0
9263	3447.994	0	0
9264	3448.366	1	0.00111111
9265	3448.737	0	0
9266	3449.108	0	0
9267	3449.480	0	0
9268	3449.851	0	0
9269	3450.222	1	0.00111111
9270	3450.594	0	0
9271	3450.965	0	0
9272	3451.336	0	0
9273	3451.708	0	0
9274	3452.079	0	0
9275	3452.450	0	0
9276	3452.821	0	0
9277	3453.193	0	0
9278	3453.564	1	0.00111111
9279	3453.935	0	0
9280	3454.307	1	0.00111111
9281	3454.678	0	0
9282	3455.049	0	0
9283	3455.421	0	0
9284	3455.792	0	0
9285	3456.163	0	0
9286	3456.535	0	0
9287	3456.906	0	0
9288	3457.277	0	0
9289	3457.649	0	0
9290	3458.020	0	0
9291	3458.391	0	0
9292	3458.763	0	0
9293	3459.134	0	0
9294	3459.505	1	0.00111111
9295	3459.876	0	0
9296	3460.248	0	0
9297	3460.619	0	0
9298	3460.990	0	0
9299	3461.362	0	0
9300	3461.733	0	0
9301	3462.104	0	0
9302	3462.476	0	0
9303	3462.847	1	0.00111111
9304	3463.218	0	0
9305	3463.590	0	0
9306	3463.961	0	0
9307	3464.332	0	0
9308	3464.704	0	0
9309	3465.075	1	0.00111111
9310	3465.446	0	0
9311	3465.818	1	0.00111111
9312	3466.189	0	0
9313	3466.560	0	0
9314	3466.932	0	0
9315	3467.303	0	0
9316	3467.674	0	0
9317	3468.045	0	0
9318	3468.417	0	0
9319	3468.788	0	0
9320	3469.159	0	0
9321	3469.531	0	0
9322	3469.902	0	0
9323	3470.273	0	0
9324	3470.645	0	0
9325	3471.016	0	0
9326	3471.387	0	0
9327	3471.759	1	0.00111111
9328	3472.130	1	0.00111111
9329	3472.501	0	0
9330	3472.873	0	0
9331	3473.244	0	0
9332	3473.615	0	0
9333	3473.987	0	0
9334	3474.358	0	0
9335	3474.729	0	0
9336	3475.101	0	0
9337	3475.472	0	0
9338	3475.843	0	0
9339	3476.214	0	0
9340	3476.586	0	0
9341	3476.957	0	0
9342	3477.328	0	0
9343	3477.700	0	0
9344	3478.071	0	0
9345	3478.442	0	0
9346	3478.814	0	0
9347	3479.185	0	0
9348	3479.556	0	0
9349	3479.928	0	0
9350	3480.299	0	0
9351	3480.670	0	0
9352	3481.042	0	0
9353	3481.413	0	0
9354	3481.784	0	0
9355	3482.156	0	0
9356	3482.527	0	0
9357	3482.898	0	0
9358	3483.269	0	0
9359	3483.641	1	0.00111111
9360	3484.012	0	0
9361	3484.383	0	0
9362	3484.755	0	0
9363	3485.126	0	0
9364	3485.497	0	0
9365	3485.869	0	0
9366	3486.240	0	0
9367	3486.611	0	0
9368	3486.983	0	0
9369	3487.354	0	0
9370	3487.725	0	0
9371	3488.097	0	0
9372	3488.468	0	0
9373	3488.839	0	0
9374	3489.211	0	0
9375	3489.582	0	0
9376	3489.953	0	0
9377	3490.325	0	0
9378	3490.696	0	0
9379	3491.067	0	0
9380	3491.438	0	0
9381	3491.810	0	0
9382	3492.181	0	0
9383	3492.552	0	0
9384	3492.924	0	0
9385	3493.295	0	0
9386	3493.666	0	0
9387	3494.038	0	0
9388	3494.409	1	0.00111111
9389	3494.780	0	0
9390	3495.152	0	0
9391	3495.523	0	0
9392	3495.894	0	0
9393	3496.266	0	0
9394	3496.637	0	0
9395	3497.008	1	0.00111111
9396	3497.380	0	0
9397	3497.751	0	0
9398	3498.122	0	0
9399	3498.493	0	0
9400	3498.865	0	0
9401	3499.236	0	0
9402	3499.607	1	0.00111111
9403	3499.979	0	0
9404	3500.350	0	0
9405	3500.721	0	0
9406	3501.093	0	0
9407	3501.464	0	0
9408	3501.835	0	0
9409	3502.207	0	0
9410	3502.578	0	0
9411	3502.949	0	0
9412	3503.321	0	0
9413	3503.692	0	0
9414	3504.063	0	0
9415	3504.435	0	0
9416	3504.806	0	0
9417	3505.177	0	0
9418	3505.549	0	0
9419	3505.920	0	0
9420	3506.291	0	0
9421	3506.662	0	0
9422	3507.034	0	0
9423	3507.405	0	0
9424	3507.776	0	0
9425	3508.148	0	0
9426	3508.519	0	0
9427	3508.890	0	0
9428	3509.262	0	0
9429	3509.633	0	0
9430	3510.004	0	0
9431	3510.376	0	0
9432	3510.747	1	0.00111111
9433	3511.118	0	0
9434	3511.490	0	0
9435	3511.861	0	0
9436	3512.232	0	0
9437	3512.604	0	0
9438	3512.975	0	0
9439	3513.346	0	0
9440	3513.718	0	0
9441	3514.089	0	0
9442	3514.460	0	0
9443	3514.831	0	0
9444	3515.203	0	0
9445	3515.574	0	0
9446	3515.945	0	0
9447	3516.317	0	0
9448	3516.688	0	0
9449	3517.059	0	0
9450	3517.431	0	0
9451	3517.802	0	0
9452	3518.173	0	0
9453	3518.545	0	0
9454	3518.916	0	0
9455	3519.287	0	0
9456	3519.659	0	0
9457	3520.030	0	0
9458	3520.401	0	0
9459	3520.773	0	0
9460	3521.144	0	0
9461	3521.515	0	0
9462	3521.886	0	0
9463	3522.258	0	0
9464	3522.629	0	0
9465	3523.000	0	0
9466	3523.372	0	0
9467	3523.743	0	0
9468	3524.114	0	0
9469	3524.486	1	0.00111111
9470	3524.857	0	0
9471	3525.228	0	0
9472	3525.600	0	0
9473	3525.971	0	0
9474	3526.342	0	0
9475	3526.714	0	0
9476	3527.085	0	0
9477	3527.456	0	0
9478	3527.828	0	0
9479	3528.199	0	0
9480	3528.570	0	0
9481	3528.942	0	0
9482	3529.313	0	0
9483	3529.684	0	0
9484	3530.055	0	0
9485	3530.427	0	0
9486	3530.798	0	0
9487	3531.169	0	0
9488	3531.541	0	0
9489	3531.912	0	0
9490	3532.283	0	0
9491	3532.655	0	0
9492	3533.026	0	0
9493	3533.397	0	0
9494	3533.769	0	0
9495	3534.140	0	0
9496	3534.511	0	0
9497	3534.883	0	0
9498	3535.254	0	0
9499	3535.625	0	0
9500	3535.997	0	0
9501	3536.368	0	0
9502	3536.739	0	0
9503	3537.111	0	0
9504	3537.482	0	0
9505	3537.853	0	0
9506	3538.224	0	0
9507	3538.596	0	0
9508	3538.967	0	0
9509	3539.338	0	0
9510	3539.710	0	0
9511	3540.081	0	0
9512	3540.452	0	0
9513	3540.824	0	0
9514	3541.195	0	0
9515	3541.566	0	0
9516	3541.938	0	0
9517	3542.309	0	0
9518	3542.680	0	0
9519	3543.052	0	0
9520	3543.423	0	0
9521	3543.794	0	0
9522	3544.166	0	0
9523	3544.537	0	0
9524	3544.908	0	0
9525	3545.279	0	0
9526	3545.651	0	0
9527	3546.022	0	0
9528	3546.393	0	0
9529	3546.765	0	0
9530	3547.136	0	0
9531	3547.507	0	0
9532	3547.879	0	0
9533	3548.250	0	0
9534	3548.621	0	0
9535	3548.993	0	0
9536	3549.364	0	0
9537	3549.735	0	0
9538	3550.107	0	0
9539	3550.478	0	0
9540	3550.849	0	0
9541	3551.221	0	0
9542	3551.592	0	0
9543	3551.963	0	0
9544	3552.335	0	0
9545	3552.706	0	0
9546	3553.077	0	0
9547	3553.448	0	0
9548	3553.820	0	0
9549	3554.191	1	0.00111111
9550	3554.562	0	0
9551	3554.934	0	0
9552	3555.305	0	0
9553	3555.676	0	0
9554	3556.048	0	0
9555	3556.419	0	0
9556	3556.790	0	0
9557	3557.162	0	0
9558	3557.533	0	0
9559	3557.904	0	0
9560	3558.276	0	0
9561	3558.647	0	0
9562	3559.018	0	0
9563	3559.390	0	0
9564	3559.761	0	0
9565	3560.132	0	0
9566	3560.503	0	0
9567	3560.875	0	0
9568	3561.246	0	0
9569	3561.617	0	0
9570	3561.989	0	0
9571	3562.360	0	0
9572	3562.731	1	0.00111111
9573	3563.103	0	0
9574	3563.474	0	0
9575	3563.845	0	0
9576	3564.217	0	0
9577	3564.588	0	0
9578	3564.959	0	0
9579	3565.331	0	0
9580	3565.702	0	0
9581	3566.073	0	0
9582	3566.445	0	0
9583	3566.816	0	0
9584	3567.187	0	0
9585	3567.559	0	0
9586	3567.930	0	0
9587	3568.301	0	0
9588	3568.672	0	0
9589	3569.044	0	0
9590	3569.415	0	0
9591	3569.786	0	0
9592	3570.158	0	0
9593	3570.529	0	0
9594	3570.900	0	0
9595	3571.272	0	0
9596	3571.643	0	0
9597	3572.014	0	0
9598	3572.386	0	0
9599	3572.757	0	0
9600	3573.128	0	0
9601	3573.500	0	0
9602	3573.871	0	0
9603	3574.242	0	0
9604	3574.614	0	0
9605	3574.985	0	0
9606	3575.356	0	0
9607	3575.728	0	0
9608	3576.099	0	0
9609	3576.470	0	0
9610	3576.841	0	0
9611	3577.213	0	0
9612	3577.584	0	0
9613	3577.955	0	0
9614	3578.327	0	0
9615	3578.698	0	0
9616	3579.069	0	0
9617	3579.441	1	0.00111111
9618	3579.812	0	0
9619	3580.183	0	0
9620	3580.555	0	0
9621	3580.926	0	0
9622	3581.297	0	0
9623	3581.669	0	0
9624	3582.040	0	0
9625	3582.411	0	0
9626	3582.783	1	0.00111111
9627	3583.154	0	0
9628	3583.525	0	0
9629	3583.896	0	0
9630	3584.268	0	0
9631	3584.639	0	0
9632	3585.010	1	0.00111111
