#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2026-04-15, 15:58:25
# Real time (s): 907.040
# Live time (s): 900.000
#
# Total counts:  84553
#
# Left marker:  1745 (656.430 keV)
# Right marker: 1779 (669.055 keV)
# Counts:       2529
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 8.481379
#     A1: 0.371317
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
2504	938.260	18	0.02
2505	938.631	20	0.0222222
2506	939.003	12	0.0133333
2507	939.374	23	0.0255556
2508	939.745	22	0.0244444
2509	940.117	11	0.0122222
2510	940.488	20	0.0222222
2511	940.859	18	0.02
2512	941.231	19	0.0211111
2513	941.602	16	0.0177778
2514	941.973	19	0.0211111
2515	942.345	19	0.0211111
2516	942.716	18	0.02
2517	943.087	17	0.0188889
2518	943.459	17	0.0188889
2519	943.830	17	0.0188889
2520	944.201	18	0.02
2521	944.573	19	0.0211111
2522	944.944	11	0.0122222
2523	945.315	21	0.0233333
2524	945.686	18	0.02
2525	946.058	15	0.0166667
2526	946.429	19	0.0211111
2527	946.800	21	0.0233333
2528	947.172	21	0.0233333
2529	947.543	26	0.0288889
2530	947.914	20	0.0222222
2531	948.286	21	0.0233333
2532	948.657	17	0.0188889
2533	949.028	19	0.0211111
2534	949.400	15	0.0166667
2535	949.771	21	0.0233333
2536	950.142	19	0.0211111
2537	950.514	13	0.0144444
2538	950.885	17	0.0188889
2539	951.256	18	0.02
2540	951.628	21	0.0233333
2541	951.999	18	0.02
2542	952.370	21	0.0233333
2543	952.741	23	0.0255556
2544	953.113	13	0.0144444
2545	953.484	17	0.0188889
2546	953.855	16	0.0177778
2547	954.227	21	0.0233333
2548	954.598	17	0.0188889
2549	954.969	20	0.0222222
2550	955.341	14	0.0155556
2551	955.712	15	0.0166667
2552	956.083	14	0.0155556
2553	956.455	19	0.0211111
2554	956.826	14	0.0155556
2555	957.197	10	0.0111111
2556	957.569	15	0.0166667
2557	957.940	22	0.0244444
2558	958.311	17	0.0188889
2559	958.683	14	0.0155556
2560	959.054	19	0.0211111
2561	959.425	13	0.0144444
2562	959.797	23	0.0255556
2563	960.168	13	0.0144444
2564	960.539	13	0.0144444
2565	960.910	17	0.0188889
2566	961.282	20	0.0222222
2567	961.653	8	0.00888889
2568	962.024	23	0.0255556
2569	962.396	19	0.0211111
2570	962.767	13	0.0144444
2571	963.138	13	0.0144444
2572	963.510	20	0.0222222
2573	963.881	11	0.0122222
2574	964.252	15	0.0166667
2575	964.624	13	0.0144444
2576	964.995	14	0.0155556
2577	965.366	13	0.0144444
2578	965.738	13	0.0144444
2579	966.109	13	0.0144444
2580	966.480	16	0.0177778
2581	966.852	12	0.0133333
2582	967.223	11	0.0122222
2583	967.594	9	0.01
2584	967.966	11	0.0122222
2585	968.337	12	0.0133333
2586	968.708	23	0.0255556
2587	969.079	9	0.01
2588	969.451	13	0.0144444
2589	969.822	13	0.0144444
2590	970.193	13	0.0144444
2591	970.565	11	0.0122222
2592	970.936	10	0.0111111
2593	971.307	15	0.0166667
2594	971.679	10	0.0111111
2595	972.050	12	0.0133333
2596	972.421	16	0.0177778
2597	972.793	13	0.0144444
2598	973.164	14	0.0155556
2599	973.535	12	0.0133333
2600	973.907	13	0.0144444
2601	974.278	20	0.0222222
2602	974.649	13	0.0144444
2603	975.021	15	0.0166667
2604	975.392	10	0.0111111
2605	975.763	19	0.0211111
2606	976.134	19	0.0211111
2607	976.506	10	0.0111111
2608	976.877	22	0.0244444
2609	977.248	18	0.02
2610	977.620	14	0.0155556
2611	977.991	9	0.01
2612	978.362	9	0.01
2613	978.734	15	0.0166667
2614	979.105	18	0.02
2615	979.476	12	0.0133333
2616	979.848	13	0.0144444
2617	980.219	15	0.0166667
2618	980.590	14	0.0155556
2619	980.962	11	0.0122222
2620	981.333	11	0.0122222
2621	981.704	10	0.0111111
2622	982.076	5	0.00555556
2623	982.447	15	0.0166667
2624	982.818	13	0.0144444
2625	983.190	17	0.0188889
2626	983.561	17	0.0188889
2627	983.932	11	0.0122222
2628	984.303	11	0.0122222
2629	984.675	11	0.0122222
2630	985.046	11	0.0122222
2631	985.417	15	0.0166667
2632	985.789	15	0.0166667
2633	986.160	11	0.0122222
2634	986.531	15	0.0166667
2635	986.903	20	0.0222222
2636	987.274	10	0.0111111
2637	987.645	10	0.0111111
2638	988.017	15	0.0166667
2639	988.388	9	0.01
2640	988.759	7	0.00777778
2641	989.131	12	0.0133333
2642	989.502	9	0.01
2643	989.873	10	0.0111111
2644	990.245	21	0.0233333
2645	990.616	8	0.00888889
2646	990.987	9	0.01
2647	991.359	9	0.01
2648	991.730	12	0.0133333
2649	992.101	11	0.0122222
2650	992.472	11	0.0122222
2651	992.844	12	0.0133333
2652	993.215	8	0.00888889
2653	993.586	10	0.0111111
2654	993.958	7	0.00777778
2655	994.329	7	0.00777778
2656	994.700	16	0.0177778
2657	995.072	18	0.02
2658	995.443	8	0.00888889
2659	995.814	9	0.01
2660	996.186	10	0.0111111
2661	996.557	14	0.0155556
2662	996.928	12	0.0133333
2663	997.300	13	0.0144444
2664	997.671	9	0.01
2665	998.042	8	0.00888889
2666	998.414	15	0.0166667
2667	998.785	5	0.00555556
2668	999.156	17	0.0188889
2669	999.527	7	0.00777778
2670	999.899	9	0.01
2671	1000.270	15	0.0166667
2672	1000.641	19	0.0211111
2673	1001.013	15	0.0166667
2674	1001.384	9	0.01
2675	1001.755	11	0.0122222
2676	1002.127	16	0.0177778
2677	1002.498	16	0.0177778
2678	1002.869	21	0.0233333
2679	1003.241	13	0.0144444
2680	1003.612	10	0.0111111
2681	1003.983	12	0.0133333
2682	1004.355	11	0.0122222
2683	1004.726	13	0.0144444
2684	1005.097	19	0.0211111
2685	1005.469	13	0.0144444
2686	1005.840	12	0.0133333
2687	1006.211	15	0.0166667
2688	1006.583	11	0.0122222
2689	1006.954	11	0.0122222
2690	1007.325	16	0.0177778
2691	1007.696	13	0.0144444
2692	1008.068	19	0.0211111
2693	1008.439	17	0.0188889
2694	1008.810	13	0.0144444
2695	1009.182	24	0.0266667
2696	1009.553	14	0.0155556
2697	1009.924	11	0.0122222
2698	1010.296	10	0.0111111
2699	1010.667	11	0.0122222
2700	1011.038	13	0.0144444
2701	1011.410	16	0.0177778
2702	1011.781	14	0.0155556
2703	1012.152	12	0.0133333
2704	1012.524	18	0.02
2705	1012.895	5	0.00555556
2706	1013.266	11	0.0122222
2707	1013.638	11	0.0122222
2708	1014.009	11	0.0122222
2709	1014.380	12	0.0133333
2710	1014.751	7	0.00777778
2711	1015.123	11	0.0122222
2712	1015.494	13	0.0144444
2713	1015.865	7	0.00777778
2714	1016.237	11	0.0122222
2715	1016.608	10	0.0111111
2716	1016.979	13	0.0144444
2717	1017.351	6	0.00666667
2718	1017.722	9	0.01
2719	1018.093	8	0.00888889
2720	1018.465	16	0.0177778
2721	1018.836	7	0.00777778
2722	1019.207	10	0.0111111
2723	1019.579	17	0.0188889
2724	1019.950	14	0.0155556
2725	1020.321	12	0.0133333
2726	1020.693	14	0.0155556
2727	1021.064	14	0.0155556
2728	1021.435	12	0.0133333
2729	1021.807	19	0.0211111
2730	1022.178	17	0.0188889
2731	1022.549	10	0.0111111
2732	1022.920	16	0.0177778
2733	1023.292	14	0.0155556
2734	1023.663	10	0.0111111
2735	1024.034	12	0.0133333
2736	1024.406	11	0.0122222
2737	1024.777	10	0.0111111
2738	1025.148	19	0.0211111
2739	1025.520	11	0.0122222
2740	1025.891	7	0.00777778
2741	1026.262	11	0.0122222
2742	1026.634	13	0.0144444
2743	1027.005	11	0.0122222
2744	1027.376	13	0.0144444
2745	1027.748	13	0.0144444
2746	1028.119	11	0.0122222
2747	1028.490	4	0.00444444
2748	1028.862	15	0.0166667
2749	1029.233	12	0.0133333
2750	1029.604	16	0.0177778
2751	1029.976	16	0.0177778
2752	1030.347	10	0.0111111
2753	1030.718	12	0.0133333
2754	1031.089	13	0.0144444
2755	1031.461	11	0.0122222
2756	1031.832	6	0.00666667
2757	1032.203	12	0.0133333
2758	1032.575	9	0.01
2759	1032.946	12	0.0133333
2760	1033.317	6	0.00666667
2761	1033.689	18	0.02
2762	1034.060	13	0.0144444
2763	1034.431	17	0.0188889
2764	1034.803	15	0.0166667
2765	1035.174	14	0.0155556
2766	1035.545	14	0.0155556
2767	1035.917	10	0.0111111
2768	1036.288	8	0.00888889
2769	1036.659	10	0.0111111
2770	1037.031	11	0.0122222
2771	1037.402	8	0.00888889
2772	1037.773	8	0.00888889
2773	1038.144	12	0.0133333
2774	1038.516	15	0.0166667
2775	1038.887	14	0.0155556
2776	1039.258	5	0.00555556
2777	1039.630	20	0.0222222
2778	1040.001	10	0.0111111
2779	1040.372	6	0.00666667
2780	1040.744	5	0.00555556
2781	1041.115	10	0.0111111
2782	1041.486	18	0.02
2783	1041.858	12	0.0133333
2784	1042.229	11	0.0122222
2785	1042.600	11	0.0122222
2786	1042.972	10	0.0111111
2787	1043.343	13	0.0144444
2788	1043.714	18	0.02
2789	1044.086	13	0.0144444
2790	1044.457	11	0.0122222
2791	1044.828	7	0.00777778
2792	1045.200	9	0.01
2793	1045.571	11	0.0122222
2794	1045.942	14	0.0155556
2795	1046.313	9	0.01
2796	1046.685	12	0.0133333
2797	1047.056	17	0.0188889
2798	1047.427	15	0.0166667
2799	1047.799	14	0.0155556
2800	1048.170	11	0.0122222
2801	1048.541	7	0.00777778
2802	1048.913	12	0.0133333
2803	1049.284	10	0.0111111
2804	1049.655	5	0.00555556
2805	1050.027	9	0.01
2806	1050.398	10	0.0111111
2807	1050.769	15	0.0166667
2808	1051.141	6	0.00666667
2809	1051.512	7	0.00777778
2810	1051.883	15	0.0166667
2811	1052.255	12	0.0133333
2812	1052.626	12	0.0133333
2813	1052.997	14	0.0155556
2814	1053.369	9	0.01
2815	1053.740	8	0.00888889
2816	1054.111	14	0.0155556
2817	1054.482	14	0.0155556
2818	1054.854	6	0.00666667
2819	1055.225	16	0.0177778
2820	1055.596	10	0.0111111
2821	1055.968	15	0.0166667
2822	1056.339	7	0.00777778
2823	1056.710	19	0.0211111
2824	1057.082	13	0.0144444
2825	1057.453	13	0.0144444
2826	1057.824	12	0.0133333
2827	1058.196	4	0.00444444
2828	1058.567	7	0.00777778
2829	1058.938	10	0.0111111
2830	1059.310	13	0.0144444
2831	1059.681	14	0.0155556
2832	1060.052	13	0.0144444
2833	1060.424	11	0.0122222
2834	1060.795	11	0.0122222
2835	1061.166	9	0.01
2836	1061.537	9	0.01
2837	1061.909	10	0.0111111
2838	1062.280	15	0.0166667
2839	1062.651	10	0.0111111
2840	1063.023	17	0.0188889
2841	1063.394	12	0.0133333
2842	1063.765	10	0.0111111
2843	1064.137	15	0.0166667
2844	1064.508	11	0.0122222
2845	1064.879	7	0.00777778
2846	1065.251	10	0.0111111
2847	1065.622	11	0.0122222
2848	1065.993	12	0.0133333
2849	1066.365	14	0.0155556
2850	1066.736	13	0.0144444
2851	1067.107	10	0.0111111
2852	1067.479	11	0.0122222
2853	1067.850	10	0.0111111
2854	1068.221	13	0.0144444
2855	1068.593	13	0.0144444
2856	1068.964	17	0.0188889
2857	1069.335	11	0.0122222
2858	1069.706	13	0.0144444
2859	1070.078	5	0.00555556
2860	1070.449	9	0.01
2861	1070.820	17	0.0188889
2862	1071.192	9	0.01
2863	1071.563	13	0.0144444
2864	1071.934	7	0.00777778
2865	1072.306	17	0.0188889
2866	1072.677	9	0.01
2867	1073.048	13	0.0144444
2868	1073.420	12	0.0133333
2869	1073.791	11	0.0122222
2870	1074.162	20	0.0222222
2871	1074.534	16	0.0177778
2872	1074.905	11	0.0122222
2873	1075.276	13	0.0144444
2874	1075.648	9	0.01
2875	1076.019	10	0.0111111
2876	1076.390	14	0.0155556
2877	1076.761	14	0.0155556
2878	1077.133	12	0.0133333
2879	1077.504	15	0.0166667
2880	1077.875	15	0.0166667
2881	1078.247	10	0.0111111
2882	1078.618	10	0.0111111
2883	1078.989	14	0.0155556
2884	1079.361	15	0.0166667
2885	1079.732	11	0.0122222
2886	1080.103	11	0.0122222
2887	1080.475	18	0.02
2888	1080.846	15	0.0166667
2889	1081.217	8	0.00888889
2890	1081.589	13	0.0144444
2891	1081.960	10	0.0111111
2892	1082.331	9	0.01
2893	1082.703	9	0.01
2894	1083.074	10	0.0111111
2895	1083.445	7	0.00777778
2896	1083.817	6	0.00666667
2897	1084.188	8	0.00888889
2898	1084.559	12	0.0133333
2899	1084.930	12	0.0133333
2900	1085.302	9	0.01
2901	1085.673	16	0.0177778
2902	1086.044	12	0.0133333
2903	1086.416	14	0.0155556
2904	1086.787	14	0.0155556
2905	1087.158	17	0.0188889
2906	1087.530	17	0.0188889
2907	1087.901	13	0.0144444
2908	1088.272	17	0.0188889
2909	1088.644	12	0.0133333
2910	1089.015	18	0.02
2911	1089.386	10	0.0111111
2912	1089.758	14	0.0155556
2913	1090.129	7	0.00777778
2914	1090.500	9	0.01
2915	1090.872	8	0.00888889
2916	1091.243	18	0.02
2917	1091.614	18	0.02
2918	1091.986	16	0.0177778
2919	1092.357	17	0.0188889
2920	1092.728	11	0.0122222
2921	1093.099	9	0.01
2922	1093.471	8	0.00888889
2923	1093.842	12	0.0133333
2924	1094.213	18	0.02
2925	1094.585	18	0.02
2926	1094.956	13	0.0144444
2927	1095.327	13	0.0144444
2928	1095.699	12	0.0133333
2929	1096.070	22	0.0244444
2930	1096.441	14	0.0155556
2931	1096.813	15	0.0166667
2932	1097.184	15	0.0166667
2933	1097.555	10	0.0111111
2934	1097.927	5	0.00555556
2935	1098.298	18	0.02
2936	1098.669	12	0.0133333
2937	1099.041	13	0.0144444
2938	1099.412	21	0.0233333
2939	1099.783	10	0.0111111
2940	1100.154	8	0.00888889
2941	1100.526	14	0.0155556
2942	1100.897	9	0.01
2943	1101.268	5	0.00555556
2944	1101.640	8	0.00888889
2945	1102.011	8	0.00888889
2946	1102.382	14	0.0155556
2947	1102.754	8	0.00888889
2948	1103.125	8	0.00888889
2949	1103.496	18	0.02
2950	1103.868	13	0.0144444
2951	1104.239	10	0.0111111
2952	1104.610	9	0.01
2953	1104.982	13	0.0144444
2954	1105.353	6	0.00666667
2955	1105.724	13	0.0144444
2956	1106.096	12	0.0133333
2957	1106.467	10	0.0111111
2958	1106.838	7	0.00777778
2959	1107.210	11	0.0122222
2960	1107.581	13	0.0144444
2961	1107.952	13	0.0144444
2962	1108.323	13	0.0144444
2963	1108.695	11	0.0122222
2964	1109.066	14	0.0155556
2965	1109.437	11	0.0122222
2966	1109.809	12	0.0133333
2967	1110.180	7	0.00777778
2968	1110.551	10	0.0111111
2969	1110.923	12	0.0133333
2970	1111.294	14	0.0155556
2971	1111.665	12	0.0133333
2972	1112.037	14	0.0155556
2973	1112.408	11	0.0122222
2974	1112.779	12	0.0133333
2975	1113.151	6	0.00666667
2976	1113.522	11	0.0122222
2977	1113.893	5	0.00555556
2978	1114.265	7	0.00777778
2979	1114.636	14	0.0155556
2980	1115.007	8	0.00888889
2981	1115.379	9	0.01
2982	1115.750	10	0.0111111
2983	1116.121	5	0.00555556
2984	1116.492	9	0.01
2985	1116.864	14	0.0155556
2986	1117.235	12	0.0133333
2987	1117.606	3	0.00333333
2988	1117.978	6	0.00666667
2989	1118.349	8	0.00888889
2990	1118.720	10	0.0111111
2991	1119.092	5	0.00555556
2992	1119.463	8	0.00888889
2993	1119.834	8	0.00888889
2994	1120.206	4	0.00444444
2995	1120.577	8	0.00888889
2996	1120.948	11	0.0122222
2997	1121.320	7	0.00777778
2998	1121.691	8	0.00888889
2999	1122.062	6	0.00666667
3000	1122.434	15	0.0166667
3001	1122.805	8	0.00888889
3002	1123.176	12	0.0133333
3003	1123.547	8	0.00888889
3004	1123.919	8	0.00888889
3005	1124.290	9	0.01
3006	1124.661	5	0.00555556
3007	1125.033	7	0.00777778
3008	1125.404	4	0.00444444
3009	1125.775	9	0.01
3010	1126.147	11	0.0122222
3011	1126.518	10	0.0111111
3012	1126.889	7	0.00777778
3013	1127.261	7	0.00777778
3014	1127.632	9	0.01
3015	1128.003	10	0.0111111
3016	1128.375	6	0.00666667
3017	1128.746	8	0.00888889
3018	1129.117	7	0.00777778
3019	1129.489	8	0.00888889
3020	1129.860	6	0.00666667
3021	1130.231	13	0.0144444
3022	1130.603	5	0.00555556
3023	1130.974	8	0.00888889
3024	1131.345	8	0.00888889
3025	1131.716	5	0.00555556
3026	1132.088	9	0.01
3027	1132.459	12	0.0133333
3028	1132.830	10	0.0111111
3029	1133.202	10	0.0111111
3030	1133.573	13	0.0144444
3031	1133.944	9	0.01
3032	1134.316	4	0.00444444
3033	1134.687	8	0.00888889
3034	1135.058	10	0.0111111
3035	1135.430	4	0.00444444
3036	1135.801	8	0.00888889
3037	1136.172	11	0.0122222
3038	1136.544	9	0.01
3039	1136.915	11	0.0122222
3040	1137.286	5	0.00555556
3041	1137.658	4	0.00444444
3042	1138.029	10	0.0111111
3043	1138.400	7	0.00777778
3044	1138.772	8	0.00888889
3045	1139.143	6	0.00666667
3046	1139.514	4	0.00444444
3047	1139.885	4	0.00444444
3048	1140.257	8	0.00888889
3049	1140.628	9	0.01
3050	1140.999	9	0.01
3051	1141.371	10	0.0111111
3052	1141.742	7	0.00777778
3053	1142.113	6	0.00666667
3054	1142.485	7	0.00777778
3055	1142.856	10	0.0111111
3056	1143.227	9	0.01
3057	1143.599	10	0.0111111
3058	1143.970	6	0.00666667
3059	1144.341	2	0.00222222
3060	1144.713	11	0.0122222
3061	1145.084	4	0.00444444
3062	1145.455	3	0.00333333
3063	1145.827	5	0.00555556
3064	1146.198	11	0.0122222
3065	1146.569	11	0.0122222
3066	1146.940	5	0.00555556
3067	1147.312	8	0.00888889
3068	1147.683	6	0.00666667
3069	1148.054	4	0.00444444
3070	1148.426	4	0.00444444
3071	1148.797	3	0.00333333
3072	1149.168	10	0.0111111
3073	1149.540	9	0.01
3074	1149.911	5	0.00555556
3075	1150.282	9	0.01
3076	1150.654	8	0.00888889
3077	1151.025	4	0.00444444
3078	1151.396	15	0.0166667
3079	1151.768	8	0.00888889
3080	1152.139	8	0.00888889
3081	1152.510	11	0.0122222
3082	1152.882	10	0.0111111
3083	1153.253	6	0.00666667
3084	1153.624	4	0.00444444
3085	1153.996	6	0.00666667
3086	1154.367	5	0.00555556
3087	1154.738	15	0.0166667
3088	1155.109	9	0.01
3089	1155.481	9	0.01
3090	1155.852	14	0.0155556
3091	1156.223	16	0.0177778
3092	1156.595	20	0.0222222
3093	1156.966	24	0.0266667
3094	1157.337	17	0.0188889
3095	1157.709	35	0.0388889
3096	1158.080	26	0.0288889
3097	1158.451	53	0.0588889
3098	1158.823	50	0.0555556
3099	1159.194	48	0.0533333
3100	1159.565	65	0.0722222
3101	1159.937	79	0.0877778
3102	1160.308	113	0.125556
3103	1160.679	123	0.136667
3104	1161.051	122	0.135556
3105	1161.422	149	0.165556
3106	1161.793	132	0.146667
3107	1162.164	146	0.162222
3108	1162.536	187	0.207778
3109	1162.907	138	0.153333
3110	1163.278	164	0.182222
3111	1163.650	148	0.164444
3112	1164.021	133	0.147778
3113	1164.392	141	0.156667
3114	1164.764	137	0.152222
3115	1165.135	117	0.13
3116	1165.506	96	0.106667
3117	1165.878	100	0.111111
3118	1166.249	74	0.0822222
3119	1166.620	77	0.0855556
3120	1166.992	70	0.0777778
3121	1167.363	52	0.0577778
3122	1167.734	45	0.05
3123	1168.106	37	0.0411111
3124	1168.477	32	0.0355556
3125	1168.848	33	0.0366667
3126	1169.220	25	0.0277778
3127	1169.591	11	0.0122222
3128	1169.962	13	0.0144444
3129	1170.333	13	0.0144444
3130	1170.705	14	0.0155556
3131	1171.076	6	0.00666667
3132	1171.447	10	0.0111111
3133	1171.819	12	0.0133333
3134	1172.190	7	0.00777778
3135	1172.561	5	0.00555556
3136	1172.933	7	0.00777778
3137	1173.304	2	0.00222222
3138	1173.675	5	0.00555556
3139	1174.047	13	0.0144444
3140	1174.418	8	0.00888889
3141	1174.789	4	0.00444444
3142	1175.161	11	0.0122222
3143	1175.532	3	0.00333333
3144	1175.903	5	0.00555556
3145	1176.275	3	0.00333333
3146	1176.646	8	0.00888889
3147	1177.017	3	0.00333333
3148	1177.389	8	0.00888889
3149	1177.760	10	0.0111111
3150	1178.131	4	0.00444444
3151	1178.502	6	0.00666667
3152	1178.874	3	0.00333333
3153	1179.245	3	0.00333333
3154	1179.616	8	0.00888889
3155	1179.988	5	0.00555556
3156	1180.359	7	0.00777778
3157	1180.730	9	0.01
3158	1181.102	5	0.00555556
3159	1181.473	8	0.00888889
3160	1181.844	6	0.00666667
3161	1182.216	5	0.00555556
3162	1182.587	8	0.00888889
3163	1182.958	3	0.00333333
3164	1183.330	3	0.00333333
3165	1183.701	2	0.00222222
3166	1184.072	0	0
3167	1184.444	8	0.00888889
3168	1184.815	2	0.00222222
3169	1185.186	8	0.00888889
3170	1185.557	8	0.00888889
3171	1185.929	4	0.00444444
3172	1186.300	6	0.00666667
3173	1186.671	5	0.00555556
3174	1187.043	3	0.00333333
3175	1187.414	3	0.00333333
3176	1187.785	6	0.00666667
3177	1188.157	2	0.00222222
3178	1188.528	5	0.00555556
3179	1188.899	7	0.00777778
3180	1189.271	4	0.00444444
3181	1189.642	7	0.00777778
3182	1190.013	6	0.00666667
3183	1190.385	6	0.00666667
3184	1190.756	4	0.00444444
3185	1191.127	2	0.00222222
3186	1191.499	3	0.00333333
3187	1191.870	6	0.00666667
3188	1192.241	2	0.00222222
3189	1192.613	4	0.00444444
3190	1192.984	0	0
3191	1193.355	7	0.00777778
3192	1193.726	4	0.00444444
3193	1194.098	3	0.00333333
3194	1194.469	5	0.00555556
3195	1194.840	6	0.00666667
3196	1195.212	5	0.00555556
3197	1195.583	6	0.00666667
3198	1195.954	3	0.00333333
3199	1196.326	6	0.00666667
3200	1196.697	4	0.00444444
3201	1197.068	1	0.00111111
3202	1197.440	6	0.00666667
3203	1197.811	1	0.00111111
3204	1198.182	4	0.00444444
3205	1198.554	1	0.00111111
3206	1198.925	4	0.00444444
3207	1199.296	6	0.00666667
3208	1199.668	0	0
3209	1200.039	6	0.00666667
3210	1200.410	9	0.01
3211	1200.782	3	0.00333333
3212	1201.153	3	0.00333333
3213	1201.524	3	0.00333333
3214	1201.895	2	0.00222222
3215	1202.267	7	0.00777778
3216	1202.638	7	0.00777778
3217	1203.009	1	0.00111111
3218	1203.381	7	0.00777778
3219	1203.752	5	0.00555556
3220	1204.123	1	0.00111111
3221	1204.495	2	0.00222222
3222	1204.866	1	0.00111111
3223	1205.237	2	0.00222222
3224	1205.609	6	0.00666667
3225	1205.980	3	0.00333333
3226	1206.351	3	0.00333333
3227	1206.723	5	0.00555556
3228	1207.094	1	0.00111111
3229	1207.465	8	0.00888889
3230	1207.837	5	0.00555556
3231	1208.208	6	0.00666667
3232	1208.579	3	0.00333333
3233	1208.950	7	0.00777778
3234	1209.322	2	0.00222222
3235	1209.693	4	0.00444444
3236	1210.064	3	0.00333333
3237	1210.436	5	0.00555556
3238	1210.807	2	0.00222222
3239	1211.178	4	0.00444444
3240	1211.550	4	0.00444444
3241	1211.921	2	0.00222222
3242	1212.292	3	0.00333333
3243	1212.664	6	0.00666667
3244	1213.035	3	0.00333333
3245	1213.406	2	0.00222222
3246	1213.778	3	0.00333333
3247	1214.149	3	0.00333333
3248	1214.520	4	0.00444444
3249	1214.892	4	0.00444444
3250	1215.263	5	0.00555556
3251	1215.634	7	0.00777778
3252	1216.006	5	0.00555556
3253	1216.377	0	0
3254	1216.748	4	0.00444444
3255	1217.119	7	0.00777778
3256	1217.491	4	0.00444444
3257	1217.862	3	0.00333333
3258	1218.233	3	0.00333333
3259	1218.605	6	0.00666667
3260	1218.976	4	0.00444444
3261	1219.347	3	0.00333333
3262	1219.719	1	0.00111111
3263	1220.090	4	0.00444444
3264	1220.461	3	0.00333333
3265	1220.833	5	0.00555556
3266	1221.204	2	0.00222222
3267	1221.575	3	0.00333333
3268	1221.947	3	0.00333333
3269	1222.318	4	0.00444444
3270	1222.689	2	0.00222222
3271	1223.061	3	0.00333333
3272	1223.432	5	0.00555556
3273	1223.803	1	0.00111111
3274	1224.175	2	0.00222222
3275	1224.546	2	0.00222222
3276	1224.917	2	0.00222222
3277	1225.288	1	0.00111111
3278	1225.660	4	0.00444444
3279	1226.031	3	0.00333333
3280	1226.402	2	0.00222222
3281	1226.774	7	0.00777778
3282	1227.145	5	0.00555556
3283	1227.516	3	0.00333333
3284	1227.888	10	0.0111111
3285	1228.259	5	0.00555556
3286	1228.630	5	0.00555556
3287	1229.002	4	0.00444444
3288	1229.373	2	0.00222222
3289	1229.744	2	0.00222222
3290	1230.116	3	0.00333333
3291	1230.487	1	0.00111111
3292	1230.858	3	0.00333333
3293	1231.230	5	0.00555556
3294	1231.601	1	0.00111111
3295	1231.972	6	0.00666667
3296	1232.343	1	0.00111111
3297	1232.715	2	0.00222222
3298	1233.086	1	0.00111111
3299	1233.457	3	0.00333333
3300	1233.829	3	0.00333333
3301	1234.200	4	0.00444444
3302	1234.571	2	0.00222222
3303	1234.943	4	0.00444444
3304	1235.314	1	0.00111111
3305	1235.685	6	0.00666667
3306	1236.057	0	0
3307	1236.428	4	0.00444444
3308	1236.799	3	0.00333333
3309	1237.171	3	0.00333333
3310	1237.542	1	0.00111111
3311	1237.913	2	0.00222222
3312	1238.285	1	0.00111111
3313	1238.656	3	0.00333333
3314	1239.027	1	0.00111111
3315	1239.399	3	0.00333333
3316	1239.770	1	0.00111111
3317	1240.141	3	0.00333333
3318	1240.512	1	0.00111111
3319	1240.884	1	0.00111111
3320	1241.255	4	0.00444444
3321	1241.626	3	0.00333333
3322	1241.998	6	0.00666667
3323	1242.369	2	0.00222222
3324	1242.740	3	0.00333333
3325	1243.112	4	0.00444444
3326	1243.483	2	0.00222222
3327	1243.854	2	0.00222222
3328	1244.226	5	0.00555556
3329	1244.597	1	0.00111111
3330	1244.968	0	0
3331	1245.340	4	0.00444444
3332	1245.711	4	0.00444444
3333	1246.082	7	0.00777778
3334	1246.454	2	0.00222222
3335	1246.825	1	0.00111111
3336	1247.196	3	0.00333333
3337	1247.567	2	0.00222222
3338	1247.939	4	0.00444444
3339	1248.310	2	0.00222222
3340	1248.681	3	0.00333333
3341	1249.053	6	0.00666667
3342	1249.424	4	0.00444444
3343	1249.795	2	0.00222222
3344	1250.167	0	0
3345	1250.538	2	0.00222222
3346	1250.909	3	0.00333333
3347	1251.281	5	0.00555556
3348	1251.652	3	0.00333333
3349	1252.023	5	0.00555556
3350	1252.395	1	0.00111111
3351	1252.766	3	0.00333333
3352	1253.137	2	0.00222222
3353	1253.509	2	0.00222222
3354	1253.880	6	0.00666667
3355	1254.251	0	0
3356	1254.623	0	0
3357	1254.994	3	0.00333333
3358	1255.365	0	0
3359	1255.736	0	0
3360	1256.108	4	0.00444444
3361	1256.479	0	0
3362	1256.850	3	0.00333333
3363	1257.222	2	0.00222222
3364	1257.593	5	0.00555556
3365	1257.964	1	0.00111111
3366	1258.336	1	0.00111111
3367	1258.707	1	0.00111111
3368	1259.078	2	0.00222222
3369	1259.450	4	0.00444444
3370	1259.821	4	0.00444444
3371	1260.192	6	0.00666667
3372	1260.564	2	0.00222222
3373	1260.935	3	0.00333333
3374	1261.306	1	0.00111111
3375	1261.678	0	0
3376	1262.049	1	0.00111111
3377	1262.420	4	0.00444444
3378	1262.792	2	0.00222222
3379	1263.163	2	0.00222222
3380	1263.534	3	0.00333333
3381	1263.905	2	0.00222222
3382	1264.277	1	0.00111111
3383	1264.648	1	0.00111111
