#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2026-04-15, 10:31:16
# Real time (s): 6165.170
# Live time (s): 6000.000
#
# Total counts:  578519
#
# Left marker:  1745 (656.430 keV)
# Right marker: 1779 (669.055 keV)
# Counts:       3052
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 8.481379
#     A1: 0.371317
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
3967	1481.497	7	0.00116667
3968	1481.869	7	0.00116667
3969	1482.240	7	0.00116667
3970	1482.611	8	0.00133333
3971	1482.983	11	0.00183333
3972	1483.354	6	0.001
3973	1483.725	10	0.00166667
3974	1484.097	10	0.00166667
3975	1484.468	7	0.00116667
3976	1484.839	10	0.00166667
3977	1485.211	8	0.00133333
3978	1485.582	7	0.00116667
3979	1485.953	7	0.00116667
3980	1486.325	9	0.0015
3981	1486.696	7	0.00116667
3982	1487.067	5	0.000833333
3983	1487.439	8	0.00133333
3984	1487.810	10	0.00166667
3985	1488.181	5	0.000833333
3986	1488.552	9	0.0015
3987	1488.924	6	0.001
3988	1489.295	9	0.0015
3989	1489.666	4	0.000666667
3990	1490.038	6	0.001
3991	1490.409	6	0.001
3992	1490.780	5	0.000833333
3993	1491.152	4	0.000666667
3994	1491.523	4	0.000666667
3995	1491.894	4	0.000666667
3996	1492.266	6	0.001
3997	1492.637	9	0.0015
3998	1493.008	11	0.00183333
3999	1493.380	8	0.00133333
4000	1493.751	10	0.00166667
4001	1494.122	6	0.001
4002	1494.494	6	0.001
4003	1494.865	4	0.000666667
4004	1495.236	8	0.00133333
4005	1495.608	7	0.00116667
4006	1495.979	4	0.000666667
4007	1496.350	4	0.000666667
4008	1496.721	3	0.0005
4009	1497.093	10	0.00166667
4010	1497.464	9	0.0015
4011	1497.835	5	0.000833333
4012	1498.207	8	0.00133333
4013	1498.578	8	0.00133333
4014	1498.949	7	0.00116667
4015	1499.321	4	0.000666667
4016	1499.692	9	0.0015
4017	1500.063	7	0.00116667
4018	1500.435	4	0.000666667
4019	1500.806	8	0.00133333
4020	1501.177	2	0.000333333
4021	1501.549	4	0.000666667
4022	1501.920	3	0.0005
4023	1502.291	7	0.00116667
4024	1502.663	9	0.0015
4025	1503.034	9	0.0015
4026	1503.405	5	0.000833333
4027	1503.776	8	0.00133333
4028	1504.148	6	0.001
4029	1504.519	9	0.0015
4030	1504.890	8	0.00133333
4031	1505.262	5	0.000833333
4032	1505.633	4	0.000666667
4033	1506.004	2	0.000333333
4034	1506.376	12	0.002
4035	1506.747	6	0.001
4036	1507.118	8	0.00133333
4037	1507.490	6	0.001
4038	1507.861	12	0.002
4039	1508.232	8	0.00133333
4040	1508.604	7	0.00116667
4041	1508.975	11	0.00183333
4042	1509.346	7	0.00116667
4043	1509.718	5	0.000833333
4044	1510.089	5	0.000833333
4045	1510.460	9	0.0015
4046	1510.832	4	0.000666667
4047	1511.203	12	0.002
4048	1511.574	4	0.000666667
4049	1511.945	4	0.000666667
4050	1512.317	13	0.00216667
4051	1512.688	9	0.0015
4052	1513.059	7	0.00116667
4053	1513.431	9	0.0015
4054	1513.802	5	0.000833333
4055	1514.173	10	0.00166667
4056	1514.545	18	0.003
4057	1514.916	10	0.00166667
4058	1515.287	9	0.0015
4059	1515.659	8	0.00133333
4060	1516.030	14	0.00233333
4061	1516.401	9	0.0015
4062	1516.773	15	0.0025
4063	1517.144	16	0.00266667
4064	1517.515	20	0.00333333
4065	1517.887	16	0.00266667
4066	1518.258	15	0.0025
4067	1518.629	18	0.003
4068	1519.001	27	0.0045
4069	1519.372	26	0.00433333
4070	1519.743	25	0.00416667
4071	1520.114	23	0.00383333
4072	1520.486	34	0.00566667
4073	1520.857	23	0.00383333
4074	1521.228	29	0.00483333
4075	1521.600	27	0.0045
4076	1521.971	21	0.0035
4077	1522.342	33	0.0055
4078	1522.714	31	0.00516667
4079	1523.085	26	0.00433333
4080	1523.456	34	0.00566667
4081	1523.828	30	0.005
4082	1524.199	30	0.005
4083	1524.570	29	0.00483333
4084	1524.942	29	0.00483333
4085	1525.313	35	0.00583333
4086	1525.684	28	0.00466667
4087	1526.056	46	0.00766667
4088	1526.427	34	0.00566667
4089	1526.798	37	0.00616667
4090	1527.169	26	0.00433333
4091	1527.541	28	0.00466667
4092	1527.912	22	0.00366667
4093	1528.283	31	0.00516667
4094	1528.655	33	0.0055
4095	1529.026	28	0.00466667
4096	1529.397	32	0.00533333
4097	1529.769	13	0.00216667
4098	1530.140	22	0.00366667
4099	1530.511	31	0.00516667
4100	1530.883	20	0.00333333
4101	1531.254	33	0.0055
4102	1531.625	36	0.006
4103	1531.997	20	0.00333333
4104	1532.368	22	0.00366667
4105	1532.739	18	0.003
4106	1533.111	18	0.003
4107	1533.482	10	0.00166667
4108	1533.853	19	0.00316667
4109	1534.225	20	0.00333333
4110	1534.596	24	0.004
4111	1534.967	20	0.00333333
4112	1535.338	22	0.00366667
4113	1535.710	20	0.00333333
4114	1536.081	16	0.00266667
4115	1536.452	17	0.00283333
4116	1536.824	17	0.00283333
4117	1537.195	21	0.0035
4118	1537.566	16	0.00266667
4119	1537.938	16	0.00266667
4120	1538.309	18	0.003
4121	1538.680	16	0.00266667
4122	1539.052	17	0.00283333
4123	1539.423	22	0.00366667
4124	1539.794	12	0.002
4125	1540.166	9	0.0015
4126	1540.537	14	0.00233333
4127	1540.908	14	0.00233333
4128	1541.280	16	0.00266667
4129	1541.651	19	0.00316667
4130	1542.022	12	0.002
4131	1542.394	11	0.00183333
4132	1542.765	13	0.00216667
4133	1543.136	12	0.002
4134	1543.507	12	0.002
4135	1543.879	15	0.0025
4136	1544.250	8	0.00133333
4137	1544.621	9	0.0015
4138	1544.993	8	0.00133333
4139	1545.364	14	0.00233333
4140	1545.735	3	0.0005
4141	1546.107	4	0.000666667
4142	1546.478	5	0.000833333
4143	1546.849	8	0.00133333
4144	1547.221	14	0.00233333
4145	1547.592	13	0.00216667
4146	1547.963	10	0.00166667
4147	1548.335	11	0.00183333
4148	1548.706	9	0.0015
4149	1549.077	5	0.000833333
4150	1549.449	11	0.00183333
4151	1549.820	4	0.000666667
4152	1550.191	10	0.00166667
4153	1550.562	8	0.00133333
4154	1550.934	3	0.0005
4155	1551.305	9	0.0015
4156	1551.676	6	0.001
4157	1552.048	8	0.00133333
4158	1552.419	7	0.00116667
4159	1552.790	4	0.000666667
4160	1553.162	6	0.001
4161	1553.533	4	0.000666667
4162	1553.904	10	0.00166667
4163	1554.276	4	0.000666667
4164	1554.647	7	0.00116667
4165	1555.018	8	0.00133333
4166	1555.390	2	0.000333333
4167	1555.761	4	0.000666667
4168	1556.132	1	0.000166667
4169	1556.504	6	0.001
4170	1556.875	7	0.00116667
4171	1557.246	4	0.000666667
4172	1557.618	9	0.0015
4173	1557.989	2	0.000333333
4174	1558.360	7	0.00116667
4175	1558.731	4	0.000666667
4176	1559.103	1	0.000166667
4177	1559.474	7	0.00116667
4178	1559.845	5	0.000833333
4179	1560.217	5	0.000833333
4180	1560.588	5	0.000833333
4181	1560.959	5	0.000833333
4182	1561.331	3	0.0005
4183	1561.702	5	0.000833333
4184	1562.073	6	0.001
4185	1562.445	5	0.000833333
4186	1562.816	9	0.0015
4187	1563.187	3	0.0005
4188	1563.559	4	0.000666667
4189	1563.930	7	0.00116667
4190	1564.301	8	0.00133333
4191	1564.673	5	0.000833333
4192	1565.044	4	0.000666667
4193	1565.415	8	0.00133333
4194	1565.786	7	0.00116667
4195	1566.158	5	0.000833333
4196	1566.529	8	0.00133333
4197	1566.900	5	0.000833333
4198	1567.272	6	0.001
4199	1567.643	5	0.000833333
4200	1568.014	8	0.00133333
4201	1568.386	6	0.001
4202	1568.757	5	0.000833333
4203	1569.128	7	0.00116667
4204	1569.500	7	0.00116667
4205	1569.871	8	0.00133333
4206	1570.242	5	0.000833333
4207	1570.614	5	0.000833333
4208	1570.985	5	0.000833333
4209	1571.356	9	0.0015
4210	1571.728	8	0.00133333
4211	1572.099	3	0.0005
4212	1572.470	7	0.00116667
4213	1572.842	7	0.00116667
4214	1573.213	5	0.000833333
4215	1573.584	5	0.000833333
4216	1573.955	5	0.000833333
4217	1574.327	6	0.001
4218	1574.698	7	0.00116667
4219	1575.069	5	0.000833333
4220	1575.441	10	0.00166667
4221	1575.812	6	0.001
4222	1576.183	5	0.000833333
4223	1576.555	9	0.0015
4224	1576.926	4	0.000666667
4225	1577.297	5	0.000833333
4226	1577.669	3	0.0005
4227	1578.040	9	0.0015
4228	1578.411	6	0.001
4229	1578.783	8	0.00133333
4230	1579.154	9	0.0015
4231	1579.525	5	0.000833333
4232	1579.897	5	0.000833333
4233	1580.268	8	0.00133333
4234	1580.639	5	0.000833333
4235	1581.011	4	0.000666667
4236	1581.382	5	0.000833333
4237	1581.753	1	0.000166667
4238	1582.124	7	0.00116667
4239	1582.496	7	0.00116667
4240	1582.867	4	0.000666667
4241	1583.238	3	0.0005
4242	1583.610	7	0.00116667
4243	1583.981	6	0.001
4244	1584.352	8	0.00133333
4245	1584.724	4	0.000666667
4246	1585.095	4	0.000666667
4247	1585.466	6	0.001
4248	1585.838	2	0.000333333
4249	1586.209	5	0.000833333
4250	1586.580	8	0.00133333
4251	1586.952	2	0.000333333
4252	1587.323	4	0.000666667
4253	1587.694	5	0.000833333
4254	1588.066	6	0.001
4255	1588.437	1	0.000166667
4256	1588.808	3	0.0005
4257	1589.179	4	0.000666667
4258	1589.551	4	0.000666667
4259	1589.922	7	0.00116667
4260	1590.293	6	0.001
4261	1590.665	3	0.0005
4262	1591.036	6	0.001
4263	1591.407	5	0.000833333
4264	1591.779	1	0.000166667
4265	1592.150	1	0.000166667
4266	1592.521	5	0.000833333
4267	1592.893	5	0.000833333
4268	1593.264	7	0.00116667
4269	1593.635	8	0.00133333
4270	1594.007	7	0.00116667
4271	1594.378	5	0.000833333
4272	1594.749	5	0.000833333
4273	1595.121	5	0.000833333
4274	1595.492	4	0.000666667
4275	1595.863	4	0.000666667
4276	1596.235	4	0.000666667
4277	1596.606	2	0.000333333
4278	1596.977	11	0.00183333
4279	1597.348	6	0.001
4280	1597.720	7	0.00116667
4281	1598.091	5	0.000833333
4282	1598.462	1	0.000166667
4283	1598.834	4	0.000666667
4284	1599.205	6	0.001
4285	1599.576	3	0.0005
4286	1599.948	4	0.000666667
4287	1600.319	4	0.000666667
4288	1600.690	4	0.000666667
4289	1601.062	5	0.000833333
4290	1601.433	4	0.000666667
4291	1601.804	8	0.00133333
4292	1602.176	4	0.000666667
4293	1602.547	4	0.000666667
4294	1602.918	7	0.00116667
4295	1603.290	7	0.00116667
4296	1603.661	1	0.000166667
4297	1604.032	5	0.000833333
4298	1604.404	3	0.0005
4299	1604.775	8	0.00133333
4300	1605.146	4	0.000666667
4301	1605.517	8	0.00133333
4302	1605.889	2	0.000333333
4303	1606.260	3	0.0005
4304	1606.631	3	0.0005
4305	1607.003	6	0.001
4306	1607.374	4	0.000666667
4307	1607.745	7	0.00116667
4308	1608.117	6	0.001
4309	1608.488	5	0.000833333
4310	1608.859	9	0.0015
4311	1609.231	5	0.000833333
4312	1609.602	3	0.0005
4313	1609.973	4	0.000666667
4314	1610.345	5	0.000833333
4315	1610.716	2	0.000333333
4316	1611.087	6	0.001
4317	1611.459	6	0.001
4318	1611.830	6	0.001
4319	1612.201	8	0.00133333
4320	1612.572	4	0.000666667
4321	1612.944	5	0.000833333
4322	1613.315	1	0.000166667
4323	1613.686	8	0.00133333
4324	1614.058	3	0.0005
4325	1614.429	8	0.00133333
4326	1614.800	6	0.001
4327	1615.172	4	0.000666667
4328	1615.543	7	0.00116667
4329	1615.914	5	0.000833333
4330	1616.286	5	0.000833333
4331	1616.657	8	0.00133333
4332	1617.028	3	0.0005
4333	1617.400	3	0.0005
4334	1617.771	9	0.0015
4335	1618.142	5	0.000833333
4336	1618.514	5	0.000833333
4337	1618.885	2	0.000333333
4338	1619.256	1	0.000166667
4339	1619.628	6	0.001
4340	1619.999	3	0.0005
4341	1620.370	5	0.000833333
4342	1620.741	5	0.000833333
4343	1621.113	7	0.00116667
4344	1621.484	7	0.00116667
4345	1621.855	4	0.000666667
4346	1622.227	3	0.0005
4347	1622.598	4	0.000666667
4348	1622.969	4	0.000666667
4349	1623.341	9	0.0015
4350	1623.712	3	0.0005
4351	1624.083	6	0.001
4352	1624.455	3	0.0005
4353	1624.826	8	0.00133333
4354	1625.197	7	0.00116667
4355	1625.569	2	0.000333333
4356	1625.940	6	0.001
4357	1626.311	4	0.000666667
4358	1626.683	3	0.0005
4359	1627.054	3	0.0005
4360	1627.425	4	0.000666667
4361	1627.797	4	0.000666667
4362	1628.168	3	0.0005
4363	1628.539	4	0.000666667
4364	1628.910	5	0.000833333
4365	1629.282	6	0.001
4366	1629.653	8	0.00133333
4367	1630.024	3	0.0005
4368	1630.396	7	0.00116667
4369	1630.767	9	0.0015
4370	1631.138	3	0.0005
4371	1631.510	4	0.000666667
4372	1631.881	5	0.000833333
4373	1632.252	6	0.001
4374	1632.624	5	0.000833333
4375	1632.995	5	0.000833333
4376	1633.366	6	0.001
4377	1633.738	4	0.000666667
4378	1634.109	4	0.000666667
4379	1634.480	2	0.000333333
4380	1634.852	6	0.001
4381	1635.223	5	0.000833333
4382	1635.594	3	0.0005
4383	1635.965	7	0.00116667
4384	1636.337	6	0.001
4385	1636.708	0	0
4386	1637.079	4	0.000666667
4387	1637.451	2	0.000333333
4388	1637.822	5	0.000833333
4389	1638.193	5	0.000833333
4390	1638.565	8	0.00133333
4391	1638.936	8	0.00133333
4392	1639.307	1	0.000166667
4393	1639.679	6	0.001
4394	1640.050	3	0.0005
4395	1640.421	4	0.000666667
4396	1640.793	5	0.000833333
4397	1641.164	3	0.0005
4398	1641.535	5	0.000833333
4399	1641.907	3	0.0005
4400	1642.278	2	0.000333333
4401	1642.649	5	0.000833333
4402	1643.021	3	0.0005
4403	1643.392	7	0.00116667
4404	1643.763	8	0.00133333
4405	1644.134	7	0.00116667
4406	1644.506	6	0.001
4407	1644.877	5	0.000833333
4408	1645.248	4	0.000666667
4409	1645.620	4	0.000666667
4410	1645.991	5	0.000833333
4411	1646.362	5	0.000833333
4412	1646.734	7	0.00116667
4413	1647.105	3	0.0005
4414	1647.476	6	0.001
4415	1647.848	6	0.001
4416	1648.219	4	0.000666667
4417	1648.590	8	0.00133333
4418	1648.962	12	0.002
4419	1649.333	4	0.000666667
4420	1649.704	8	0.00133333
4421	1650.076	2	0.000333333
4422	1650.447	4	0.000666667
4423	1650.818	10	0.00166667
4424	1651.189	10	0.00166667
4425	1651.561	7	0.00116667
4426	1651.932	8	0.00133333
4427	1652.303	5	0.000833333
4428	1652.675	0	0
4429	1653.046	3	0.0005
4430	1653.417	4	0.000666667
4431	1653.789	4	0.000666667
4432	1654.160	6	0.001
4433	1654.531	7	0.00116667
4434	1654.903	2	0.000333333
4435	1655.274	6	0.001
4436	1655.645	5	0.000833333
4437	1656.017	3	0.0005
4438	1656.388	7	0.00116667
4439	1656.759	7	0.00116667
4440	1657.131	7	0.00116667
4441	1657.502	7	0.00116667
4442	1657.873	11	0.00183333
4443	1658.245	4	0.000666667
4444	1658.616	4	0.000666667
4445	1658.987	8	0.00133333
4446	1659.358	10	0.00166667
4447	1659.730	4	0.000666667
4448	1660.101	5	0.000833333
4449	1660.472	9	0.0015
4450	1660.844	6	0.001
4451	1661.215	4	0.000666667
4452	1661.586	5	0.000833333
4453	1661.958	8	0.00133333
4454	1662.329	2	0.000333333
4455	1662.700	4	0.000666667
4456	1663.072	3	0.0005
4457	1663.443	5	0.000833333
4458	1663.814	6	0.001
4459	1664.186	4	0.000666667
4460	1664.557	9	0.0015
4461	1664.928	5	0.000833333
4462	1665.300	5	0.000833333
4463	1665.671	8	0.00133333
4464	1666.042	7	0.00116667
4465	1666.414	6	0.001
4466	1666.785	9	0.0015
4467	1667.156	4	0.000666667
4468	1667.527	5	0.000833333
4469	1667.899	4	0.000666667
4470	1668.270	7	0.00116667
4471	1668.641	6	0.001
4472	1669.013	10	0.00166667
4473	1669.384	2	0.000333333
4474	1669.755	5	0.000833333
4475	1670.127	9	0.0015
4476	1670.498	8	0.00133333
4477	1670.869	2	0.000333333
4478	1671.241	7	0.00116667
4479	1671.612	4	0.000666667
4480	1671.983	6	0.001
4481	1672.355	3	0.0005
4482	1672.726	5	0.000833333
4483	1673.097	3	0.0005
4484	1673.469	6	0.001
4485	1673.840	5	0.000833333
4486	1674.211	4	0.000666667
4487	1674.582	5	0.000833333
4488	1674.954	6	0.001
4489	1675.325	3	0.0005
4490	1675.696	1	0.000166667
4491	1676.068	14	0.00233333
4492	1676.439	5	0.000833333
4493	1676.810	2	0.000333333
4494	1677.182	7	0.00116667
4495	1677.553	3	0.0005
4496	1677.924	5	0.000833333
4497	1678.296	3	0.0005
4498	1678.667	4	0.000666667
4499	1679.038	1	0.000166667
4500	1679.410	6	0.001
4501	1679.781	5	0.000833333
4502	1680.152	3	0.0005
4503	1680.524	5	0.000833333
4504	1680.895	5	0.000833333
4505	1681.266	4	0.000666667
4506	1681.638	6	0.001
4507	1682.009	3	0.0005
4508	1682.380	5	0.000833333
4509	1682.751	4	0.000666667
4510	1683.123	5	0.000833333
4511	1683.494	2	0.000333333
4512	1683.865	5	0.000833333
4513	1684.237	3	0.0005
4514	1684.608	2	0.000333333
4515	1684.979	7	0.00116667
4516	1685.351	6	0.001
4517	1685.722	2	0.000333333
4518	1686.093	6	0.001
4519	1686.465	4	0.000666667
4520	1686.836	4	0.000666667
4521	1687.207	3	0.0005
4522	1687.579	2	0.000333333
4523	1687.950	4	0.000666667
4524	1688.321	2	0.000333333
4525	1688.693	5	0.000833333
4526	1689.064	5	0.000833333
4527	1689.435	3	0.0005
4528	1689.807	5	0.000833333
4529	1690.178	5	0.000833333
4530	1690.549	10	0.00166667
4531	1690.920	4	0.000666667
4532	1691.292	5	0.000833333
4533	1691.663	2	0.000333333
4534	1692.034	5	0.000833333
4535	1692.406	3	0.0005
4536	1692.777	7	0.00116667
4537	1693.148	7	0.00116667
4538	1693.520	3	0.0005
4539	1693.891	5	0.000833333
4540	1694.262	3	0.0005
4541	1694.634	4	0.000666667
4542	1695.005	4	0.000666667
4543	1695.376	4	0.000666667
4544	1695.748	7	0.00116667
4545	1696.119	5	0.000833333
4546	1696.490	5	0.000833333
4547	1696.862	8	0.00133333
4548	1697.233	5	0.000833333
4549	1697.604	2	0.000333333
4550	1697.975	7	0.00116667
4551	1698.347	4	0.000666667
4552	1698.718	5	0.000833333
4553	1699.089	4	0.000666667
4554	1699.461	2	0.000333333
4555	1699.832	8	0.00133333
4556	1700.203	3	0.0005
4557	1700.575	5	0.000833333
4558	1700.946	7	0.00116667
4559	1701.317	3	0.0005
4560	1701.689	3	0.0005
4561	1702.060	4	0.000666667
4562	1702.431	3	0.0005
4563	1702.803	6	0.001
4564	1703.174	2	0.000333333
4565	1703.545	5	0.000833333
4566	1703.917	5	0.000833333
4567	1704.288	4	0.000666667
4568	1704.659	10	0.00166667
4569	1705.031	5	0.000833333
4570	1705.402	8	0.00133333
4571	1705.773	4	0.000666667
4572	1706.144	2	0.000333333
4573	1706.516	6	0.001
4574	1706.887	6	0.001
4575	1707.258	2	0.000333333
4576	1707.630	4	0.000666667
4577	1708.001	0	0
4578	1708.372	7	0.00116667
4579	1708.744	3	0.0005
4580	1709.115	5	0.000833333
4581	1709.486	3	0.0005
4582	1709.858	4	0.000666667
4583	1710.229	6	0.001
4584	1710.600	9	0.0015
4585	1710.972	6	0.001
4586	1711.343	2	0.000333333
4587	1711.714	3	0.0005
4588	1712.086	8	0.00133333
4589	1712.457	2	0.000333333
4590	1712.828	4	0.000666667
4591	1713.200	4	0.000666667
4592	1713.571	3	0.0005
4593	1713.942	7	0.00116667
4594	1714.313	2	0.000333333
4595	1714.685	6	0.001
4596	1715.056	5	0.000833333
4597	1715.427	6	0.001
4598	1715.799	2	0.000333333
4599	1716.170	1	0.000166667
4600	1716.541	4	0.000666667
4601	1716.913	2	0.000333333
4602	1717.284	2	0.000333333
4603	1717.655	3	0.0005
4604	1718.027	3	0.0005
4605	1718.398	0	0
4606	1718.769	4	0.000666667
4607	1719.141	5	0.000833333
4608	1719.512	2	0.000333333
4609	1719.883	5	0.000833333
4610	1720.255	4	0.000666667
4611	1720.626	6	0.001
4612	1720.997	8	0.00133333
4613	1721.368	5	0.000833333
4614	1721.740	4	0.000666667
4615	1722.111	4	0.000666667
4616	1722.482	9	0.0015
4617	1722.854	3	0.0005
4618	1723.225	5	0.000833333
4619	1723.596	4	0.000666667
4620	1723.968	1	0.000166667
4621	1724.339	4	0.000666667
4622	1724.710	2	0.000333333
4623	1725.082	3	0.0005
4624	1725.453	3	0.0005
4625	1725.824	3	0.0005
4626	1726.196	7	0.00116667
4627	1726.567	5	0.000833333
4628	1726.938	1	0.000166667
4629	1727.310	4	0.000666667
4630	1727.681	9	0.0015
4631	1728.052	6	0.001
4632	1728.424	3	0.0005
4633	1728.795	4	0.000666667
4634	1729.166	4	0.000666667
4635	1729.537	5	0.000833333
4636	1729.909	4	0.000666667
4637	1730.280	4	0.000666667
4638	1730.651	5	0.000833333
4639	1731.023	2	0.000333333
4640	1731.394	3	0.0005
4641	1731.765	2	0.000333333
4642	1732.137	3	0.0005
4643	1732.508	3	0.0005
4644	1732.879	2	0.000333333
4645	1733.251	4	0.000666667
4646	1733.622	6	0.001
4647	1733.993	3	0.0005
4648	1734.365	2	0.000333333
4649	1734.736	3	0.0005
4650	1735.107	5	0.000833333
4651	1735.479	6	0.001
4652	1735.850	3	0.0005
4653	1736.221	3	0.0005
4654	1736.592	3	0.0005
4655	1736.964	5	0.000833333
4656	1737.335	6	0.001
4657	1737.706	4	0.000666667
4658	1738.078	5	0.000833333
4659	1738.449	7	0.00116667
4660	1738.820	4	0.000666667
4661	1739.192	2	0.000333333
4662	1739.563	3	0.0005
4663	1739.934	4	0.000666667
4664	1740.306	2	0.000333333
4665	1740.677	3	0.0005
4666	1741.048	4	0.000666667
4667	1741.420	4	0.000666667
4668	1741.791	2	0.000333333
4669	1742.162	6	0.001
4670	1742.534	3	0.0005
4671	1742.905	2	0.000333333
4672	1743.276	5	0.000833333
4673	1743.648	1	0.000166667
4674	1744.019	5	0.000833333
4675	1744.390	6	0.001
4676	1744.761	6	0.001
4677	1745.133	2	0.000333333
4678	1745.504	5	0.000833333
4679	1745.875	1	0.000166667
4680	1746.247	3	0.0005
4681	1746.618	7	0.00116667
4682	1746.989	3	0.0005
4683	1747.361	3	0.0005
4684	1747.732	3	0.0005
4685	1748.103	1	0.000166667
4686	1748.475	3	0.0005
4687	1748.846	4	0.000666667
4688	1749.217	0	0
4689	1749.589	5	0.000833333
4690	1749.960	4	0.000666667
4691	1750.331	2	0.000333333
4692	1750.703	9	0.0015
4693	1751.074	4	0.000666667
4694	1751.445	5	0.000833333
4695	1751.817	2	0.000333333
4696	1752.188	3	0.0005
4697	1752.559	3	0.0005
4698	1752.930	1	0.000166667
4699	1753.302	3	0.0005
4700	1753.673	2	0.000333333
4701	1754.044	2	0.000333333
4702	1754.416	5	0.000833333
4703	1754.787	3	0.0005
4704	1755.158	4	0.000666667
4705	1755.530	3	0.0005
4706	1755.901	6	0.001
4707	1756.272	3	0.0005
4708	1756.644	6	0.001
4709	1757.015	2	0.000333333
4710	1757.386	4	0.000666667
4711	1757.758	5	0.000833333
4712	1758.129	4	0.000666667
4713	1758.500	1	0.000166667
4714	1758.872	6	0.001
4715	1759.243	2	0.000333333
4716	1759.614	1	0.000166667
4717	1759.985	5	0.000833333
4718	1760.357	7	0.00116667
4719	1760.728	6	0.001
4720	1761.099	2	0.000333333
4721	1761.471	4	0.000666667
4722	1761.842	3	0.0005
4723	1762.213	6	0.001
4724	1762.585	4	0.000666667
4725	1762.956	7	0.00116667
4726	1763.327	5	0.000833333
4727	1763.699	4	0.000666667
4728	1764.070	1	0.000166667
4729	1764.441	4	0.000666667
4730	1764.813	3	0.0005
4731	1765.184	0	0
4732	1765.555	4	0.000666667
4733	1765.927	5	0.000833333
4734	1766.298	7	0.00116667
4735	1766.669	3	0.0005
4736	1767.041	3	0.0005
4737	1767.412	3	0.0005
4738	1767.783	1	0.000166667
4739	1768.154	3	0.0005
4740	1768.526	8	0.00133333
4741	1768.897	2	0.000333333
4742	1769.268	3	0.0005
4743	1769.640	2	0.000333333
4744	1770.011	3	0.0005
4745	1770.382	2	0.000333333
4746	1770.754	3	0.0005
4747	1771.125	2	0.000333333
4748	1771.496	6	0.001
4749	1771.868	4	0.000666667
4750	1772.239	5	0.000833333
4751	1772.610	3	0.0005
4752	1772.982	3	0.0005
4753	1773.353	4	0.000666667
4754	1773.724	1	0.000166667
4755	1774.096	9	0.0015
4756	1774.467	3	0.0005
4757	1774.838	3	0.0005
4758	1775.210	2	0.000333333
4759	1775.581	4	0.000666667
4760	1775.952	3	0.0005
4761	1776.323	5	0.000833333
4762	1776.695	4	0.000666667
4763	1777.066	4	0.000666667
4764	1777.437	2	0.000333333
4765	1777.809	3	0.0005
4766	1778.180	7	0.00116667
4767	1778.551	0	0
4768	1778.923	1	0.000166667
4769	1779.294	5	0.000833333
4770	1779.665	6	0.001
4771	1780.037	6	0.001
4772	1780.408	2	0.000333333
4773	1780.779	2	0.000333333
4774	1781.151	3	0.0005
4775	1781.522	5	0.000833333
4776	1781.893	6	0.001
4777	1782.265	2	0.000333333
4778	1782.636	2	0.000333333
4779	1783.007	3	0.0005
4780	1783.378	6	0.001
4781	1783.750	1	0.000166667
4782	1784.121	7	0.00116667
4783	1784.492	9	0.0015
4784	1784.864	5	0.000833333
4785	1785.235	4	0.000666667
4786	1785.606	3	0.0005
4787	1785.978	1	0.000166667
4788	1786.349	4	0.000666667
4789	1786.720	3	0.0005
4790	1787.092	2	0.000333333
4791	1787.463	2	0.000333333
4792	1787.834	3	0.0005
4793	1788.206	5	0.000833333
4794	1788.577	5	0.000833333
4795	1788.948	5	0.000833333
4796	1789.320	3	0.0005
4797	1789.691	9	0.0015
4798	1790.062	2	0.000333333
4799	1790.434	1	0.000166667
4800	1790.805	3	0.0005
4801	1791.176	5	0.000833333
4802	1791.547	4	0.000666667
4803	1791.919	2	0.000333333
4804	1792.290	6	0.001
4805	1792.661	7	0.00116667
4806	1793.033	3	0.0005
4807	1793.404	1	0.000166667
4808	1793.775	6	0.001
4809	1794.147	4	0.000666667
4810	1794.518	5	0.000833333
4811	1794.889	6	0.001
4812	1795.261	3	0.0005
4813	1795.632	3	0.0005
4814	1796.003	1	0.000166667
4815	1796.375	6	0.001
4816	1796.746	7	0.00116667
4817	1797.117	3	0.0005
4818	1797.489	4	0.000666667
4819	1797.860	5	0.000833333
4820	1798.231	3	0.0005
4821	1798.602	5	0.000833333
4822	1798.974	5	0.000833333
4823	1799.345	3	0.0005
4824	1799.716	4	0.000666667
4825	1800.088	5	0.000833333
4826	1800.459	3	0.0005
4827	1800.830	6	0.001
4828	1801.202	4	0.000666667
4829	1801.573	2	0.000333333
4830	1801.944	2	0.000333333
4831	1802.316	7	0.00116667
4832	1802.687	5	0.000833333
4833	1803.058	5	0.000833333
4834	1803.430	4	0.000666667
4835	1803.801	4	0.000666667
4836	1804.172	7	0.00116667
4837	1804.544	4	0.000666667
4838	1804.915	7	0.00116667
4839	1805.286	3	0.0005
4840	1805.658	3	0.0005
4841	1806.029	2	0.000333333
4842	1806.400	3	0.0005
4843	1806.771	6	0.001
4844	1807.143	4	0.000666667
4845	1807.514	1	0.000166667
4846	1807.885	6	0.001
4847	1808.257	5	0.000833333
4848	1808.628	6	0.001
